ID;A_Nacimiento;Educacion;Estado Civil;Ingreso_medio;Hijos;Adolescentes;Fec_Cliente;Edad;MntVinos;MntFrutas;MntCarnes;MntPescados;MntDulces;MntPremiumProd;NumComprasPresenc;NumComprasWeb;NumComprasCatalog;NumComprasemail;NumWebVisitasMes;AcceptedCmp1;AcceptedCmp2;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;Reclamos;Z_Costo_Contacto;Facturado;Z_Utilidad;Tkt_prom;Respuesta
8910;1955;Graduado;Conviviente;42586;1;1;29/10/2012;60;194;2;56;0;0;0;5;4;1;6;8;0;0;0;0;0;0;0;252;75.6;10.50;0
7433;1985;Graduado;Soltero;29760;1;0;29/08/2012;78;64;4;68;7;5;17;4;3;1;4;8;0;0;0;0;0;0;0;165;49.5;8.25;0
164;1977;PhD;Casado;28973;0;0;13/10/2012;77;206;0;46;3;2;12;2;5;1;5;8;0;0;0;0;0;0;0;269;80.7;12.81;0
10477;1973;PhD;Conviviente;39435;1;0;06/08/2013;57;71;0;18;0;0;13;1;3;1;2;7;0;0;0;0;0;0;0;102;30.6;7.29;0
2681;1984;Postgrado;Casado;65370;0;0;01/08/2013;52;71;22;112;138;89;29;1;2;3;13;1;0;0;0;0;0;0;0;461;138.3;23.05;0
5150;1979;Secundaria;Soltero;20194;1;0;17/12/2012;20;0;4;7;11;10;15;2;2;0;3;6;0;0;0;0;0;0;0;47;14.1;3.62;0
5283;1976;PhD;Soltero;42473;1;1;17/02/2014;65;93;1;21;0;4;25;3;2;1;4;5;0;0;0;0;0;0;0;144;43.2;9.60;0
9645;1968;Graduado;Casado;64590;0;0;14/10/2012;33;920;138;168;36;46;30;1;9;4;10;6;0;0;0;0;0;0;0;1338;401.4;44.60;0
10678;1959;Graduado;Conviviente;71232;0;1;28/11/2013;42;653;17;170;34;26;17;2;11;2;10;7;0;0;0;0;0;0;0;917;275.1;28.66;0
7261;1971;Graduado;Conviviente;34600;1;1;01/01/2013;57;199;33;60;8;3;15;5;5;2;5;8;0;0;0;0;0;0;0;318;95.4;12.72;0
9648;1967;Graduado;Soltero;46904;1;1;03/11/2012;19;153;4;56;0;9;31;4;5;1;4;8;0;0;0;0;0;0;0;253;75.9;11.50;0
2870;1973;Graduado;Casado;49094;0;1;21/09/2012;70;376;0;38;11;8;69;5;6;3;6;6;0;0;0;0;0;0;0;502;150.6;19.31;0
8008;1983;Graduado;Conviviente;36075;1;0;09/12/2013;68;46;0;30;12;1;30;1;2;0;4;6;0;0;0;0;0;0;0;119;35.7;9.15;0
1513;1979;Postgrado;Conviviente;60839;1;1;28/08/2012;35;600;21;128;223;150;128;13;2;2;12;8;0;0;0;0;0;0;0;1250;375;33.78;0
6173;1979;Graduado;Conviviente;77298;0;1;02/11/2013;59;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;0;969;290.7;35.89;0
1419;1950;Graduado;Conviviente;34026;1;1;05/08/2013;38;18;6;15;12;8;17;3;2;1;3;5;0;0;0;0;0;0;0;76;22.8;5.43;0
9150;1963;PhD;Soltero;48918;1;1;12/04/2014;30;52;0;9;0;0;10;2;1;0;4;4;0;0;0;0;0;0;0;71;21.3;6.45;0
7960;1962;Postgrado;Conviviente;82122;0;0;15/08/2013;39;734;22;350;151;25;100;1;3;9;13;1;0;0;1;0;0;0;50;1382;429.6;51.19;1
1250;1976;Graduado;Soltero;37697;1;0;07/02/2014;24;34;6;21;11;4;8;1;2;1;3;6;0;0;0;0;0;0;0;84;25.2;6.46;0
9905;1952;Graduado;Conviviente;34074;1;1;13/07/2013;78;135;1;41;10;1;67;5;3;3;3;6;1;0;0;0;0;0;50;255;91.5;12.75;1
10691;1960;Master;Casado;28520;1;1;14/06/2013;61;11;0;10;0;2;20;1;1;1;2;6;0;0;0;0;0;0;0;43;12.9;3.91;0
7002;1955;Graduado;Soltero;62535;0;1;03/10/2013;62;163;48;90;0;45;52;1;3;2;8;3;0;0;0;0;0;0;0;398;119.4;23.41;0
2952;1977;Master;Soltero;36273;1;0;16/04/2014;79;29;3;30;3;2;9;2;3;0;3;6;0;0;0;0;0;0;0;76;22.8;5.43;0
8439;1964;Graduado;Conviviente;63404;0;2;06/06/2014;70;734;26;70;11;44;17;2;6;3;4;4;0;0;0;1;0;0;50;902;285.6;47.47;1
762;1981;Postgrado;Conviviente;75774;1;0;02/05/2014;52;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;0;823;246.9;32.92;0
2831;1976;Graduado;Conviviente;78416;0;1;27/06/2014;41;453;38;279;188;38;183;2;7;7;10;3;0;0;0;0;0;0;0;1179;353.7;40.66;0
6977;1974;Graduado;Conviviente;75702;0;1;14/10/2012;53;1073;0;629;145;37;37;1;10;5;13;6;0;0;1;0;0;0;50;1921;591.3;54.89;1
6289;1951;Master;Conviviente;59385;1;1;28/04/2013;41;135;0;10;0;4;36;2;3;1;4;5;0;0;0;0;0;0;0;185;55.5;12.33;0
4168;1966;Graduado;Soltero;37070;1;1;20/03/2013;79;231;7;137;4;15;39;9;5;1;8;7;0;0;0;0;0;0;0;433;129.9;14.43;0
8397;1951;Graduado;Casado;44689;1;1;10/01/2014;67;18;0;5;0;0;11;2;1;1;2;7;1;0;0;0;0;0;50;34;25.2;2.62;1
9284;1958;Graduado;Conviviente;53977;0;1;08/06/2013;41;620;16;165;0;24;82;5;5;5;12;5;0;0;0;0;0;0;0;907;272.1;28.34;0
6237;1966;PhD;Soltero;7144;0;2;07/12/2013;38;81;4;33;5;2;291;0;23;1;1;0;0;0;0;0;0;0;0;416;124.8;16.64;0
3130;1964;Graduado;Soltero;18701;1;1;04/06/2013;22;12;4;2;10;6;10;4;2;0;4;5;0;0;0;0;0;0;0;44;13.2;2.93;0
1619;1956;Graduado;Casado;90369;0;0;28/04/2014;49;292;51;981;224;23;17;1;4;6;6;1;0;0;0;0;0;0;0;1588;476.4;88.22;0
1990;1974;PhD;Soltero;63159;0;0;05/11/2012;73;965;34;586;89;86;37;1;3;5;8;3;1;0;0;0;0;0;50;1797;554.1;89.85;1
5513;1966;Graduado;Conviviente;37758;1;1;04/10/2012;48;27;2;10;0;0;10;2;1;0;3;8;0;0;0;0;0;0;0;49;14.7;3.50;0
269;1963;PhD;Soltero;46757;0;1;16/11/2012;36;777;30;163;0;51;122;6;4;4;7;9;0;0;0;0;0;0;0;1143;342.9;38.10;0
8093;1969;Master;Casado;79734;0;0;28/06/2014;51;572;8;232;23;62;17;1;4;3;6;1;0;0;0;1;0;0;50;914;289.2;60.93;1
10513;1992;Graduado;Conviviente;63207;0;0;20/01/2013;53;438;169;565;91;169;70;1;2;3;6;7;0;0;0;1;0;0;50;1502;465.6;79.05;1
10177;1954;Graduado;Divorciado;72071;0;1;14/02/2013;56;531;69;300;150;138;150;3;5;4;8;2;0;0;0;0;0;0;0;1338;401.4;60.82;0
2549;1983;PhD;Conviviente;21840;1;0;21/07/2013;71;17;0;9;0;0;10;1;1;0;3;9;0;0;0;0;0;0;0;36;10.8;2.57;0
5782;1982;Postgrado;Conviviente;58582;0;1;28/09/2013;23;402;35;106;101;77;42;2;9;2;9;5;0;1;0;0;0;0;50;763;243.9;28.26;1
10057;1951;Graduado;Soltero;72282;0;0;19/07/2013;40;503;27;419;90;139;153;1;5;7;9;7;0;0;0;0;0;0;0;1331;399.3;45.90;0
10307;1956;Graduado;Casado;50387;0;2;31/08/2013;60;369;9;87;12;14;34;3;6;2;8;5;0;0;0;0;0;0;0;525;157.5;21.88;0
8566;1961;PhD;Conviviente;32583;1;1;15/06/2014;66;5;0;3;0;0;10;1;1;0;2;7;0;0;0;0;0;0;0;18;5.4;1.64;0
2415;1962;Graduado;Conviviente;62568;0;1;07/04/2014;74;362;17;398;80;35;61;3;5;3;5;4;0;0;0;1;0;0;50;953;300.9;47.65;1
5684;1971;Master;Divorciado;44635;1;1;11/10/2013;40;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;0;0;68;20.4;4.86;0
8334;1971;Master;Soltero;33316;1;1;04/10/2013;29;79;1;31;4;4;12;3;2;1;4;6;0;0;0;0;0;0;0;131;39.3;8.19;0
9166;1968;Graduado;Casado;63967;0;1;09/08/2013;25;387;84;141;73;35;162;3;4;4;12;2;0;0;0;0;0;0;0;882;264.6;35.28;0
1440;1978;Postgrado;Conviviente;52513;0;0;04/09/2012;74;367;17;241;104;188;232;2;9;5;9;7;0;0;0;0;0;0;0;1149;344.7;35.91;0
78;1969;Graduado;Casado;25293;1;0;15/09/2013;65;15;0;11;0;2;9;1;1;1;2;8;0;0;0;0;0;0;0;37;11.1;2.85;0
5441;1965;PhD;Divorciada;54111;0;1;25/08/2013;80;267;6;54;8;3;50;2;5;2;6;5;0;0;0;0;0;0;0;388;116.4;19.40;0
5302;1986;Graduado;Conviviente;78394;0;0;15/02/2013;26;298;27;697;216;24;166;1;4;6;5;2;0;0;0;0;0;0;0;1428;428.4;79.33;0
4687;1958;Master;Casado;80739;0;0;23/05/2013;45;674;92;736;39;0;92;1;3;11;9;1;0;0;0;0;0;0;0;1633;489.9;65.32;0
1087;1975;Master;Conviviente;22669;1;0;22/05/2013;71;16;14;36;37;22;48;3;4;1;2;9;0;0;0;0;0;0;0;173;51.9;9.11;0
6859;1987;Graduado;Soltero;29236;1;0;08/10/2013;21;37;4;24;16;9;9;2;4;0;3;9;0;0;0;0;0;0;0;99;29.7;5.50;0
9860;1959;Graduado;Conviviente;44911;0;1;15/03/2013;65;159;0;22;2;1;31;3;4;1;4;7;0;0;0;0;0;0;0;215;64.5;11.32;0
7129;1962;PhD;Casado;54693;0;1;17/02/2013;25;686;17;142;23;26;35;8;6;4;13;6;0;0;0;0;0;0;0;929;278.7;25.11;0
5866;1974;Graduado;Conviviente;48186;1;0;20/03/2014;59;97;3;66;12;7;34;3;4;1;4;7;0;0;0;0;0;0;0;219;65.7;11.53;0
10521;1977;Graduado;Casado;54809;1;1;11/09/2013;26;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;0;174;52.2;10.88;0
7393;1978;Graduado;Conviviente;41580;1;1;10/12/2012;46;56;5;24;4;0;3;3;2;1;3;5;0;0;0;0;0;0;0;92;27.6;6.57;0
7849;1970;PhD;Casado;80336;0;0;09/09/2013;80;209;19;456;160;142;66;1;2;9;13;1;0;0;0;0;0;0;0;1052;315.6;40.46;0
332;1957;Graduado;Casado;47743;0;1;22/03/2013;49;198;2;43;0;12;20;3;4;1;6;6;0;1;0;0;0;0;50;275;97.5;13.75;1
9847;1955;Postgrado;Casado;62972;0;1;03/08/2012;74;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;0;587;176.1;26.68;0
531;1954;PhD;Divorciado;57333;0;1;22/09/2012;46;941;14;397;76;58;176;11;8;5;9;6;0;0;0;0;0;0;0;1662;498.6;42.62;0
9576;1982;PhD;Conviviente;32313;1;0;11/02/2013;74;86;4;56;2;4;7;3;4;0;4;9;0;0;0;0;0;0;0;159;47.7;7.95;0
6906;1953;Master;Divorciada;84953;0;0;03/06/2013;42;167;48;602;63;72;72;1;3;10;4;2;0;1;1;1;0;0;150;1024;352.2;51.20;1
7419;1968;Master;Divorciado;27071;1;0;23/04/2014;70;20;3;19;0;2;3;2;2;0;3;6;0;0;0;0;0;0;0;47;14.1;3.62;0
3170;1957;Master;Conviviente;68148;0;0;31/08/2013;42;389;66;408;37;57;85;1;4;4;6;2;0;0;0;0;0;0;0;1042;312.6;61.29;0
8527;1965;Master;Conviviente;65735;1;1;07/12/2013;23;239;7;119;4;15;11;5;6;2;6;7;0;0;0;0;0;0;0;395;118.5;15.19;0
7872;1975;PhD;Casado;86836;0;0;12/09/2012;55;179;21;273;0;21;63;1;6;10;6;5;1;0;1;1;0;0;150;557;212.1;19.89;1
9931;1963;PhD;Casado;4023;1;1;23/06/2014;67;20;0;10;7;1;10;15;0;0;0;19;0;0;0;0;0;0;0;48;14.4;1.41;0
10595;1990;Graduado;Casado;30093;0;0;08/07/2013;38;15;6;28;13;4;16;1;2;0;3;7;0;0;0;0;0;0;0;82;24.6;6.31;0
4609;1966;PhD;Casado;57705;0;1;11/01/2014;37;383;0;53;6;4;40;3;8;1;6;6;0;0;0;0;0;0;0;486;145.8;20.25;0
5010;1988;Graduado;Soltero;25008;1;0;02/02/2014;66;15;8;8;6;1;9;2;1;0;3;8;0;0;0;0;0;0;0;47;14.1;3.36;0
4427;1995;Postgrado;Soltero;83257;0;0;18/09/2012;73;536;27;590;38;107;67;1;5;10;12;6;1;0;1;0;0;1;100;1365;439.5;40.15;1
11148;1975;Graduado;Conviviente;22280;1;0;19/05/2013;29;20;1;4;3;1;2;1;1;0;2;8;0;0;0;0;0;0;0;31;9.3;2.58;0
1168;1978;PhD;Casado;72159;0;0;29/10/2012;33;322;53;899;34;40;53;1;4;6;10;2;0;0;0;0;0;0;0;1401;420.3;60.91;0
9595;1961;Graduado;Conviviente;64260;0;0;11/01/2013;77;539;169;816;20;0;30;1;4;5;4;3;0;0;0;0;0;0;0;1574;472.2;92.59;0
10163;1984;PhD;Soltero;82733;0;0;10/09/2013;49;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;0;0;1323;396.9;55.13;0
2886;1971;Master;Divorciado;74290;0;1;12/08/2013;19;1121;0;72;0;12;12;4;10;8;10;6;0;1;0;1;0;0;100;1217;395.1;32.03;1
6710;1951;Master;Soltero;58217;2;1;17/11/2012;50;68;1;13;3;5;13;1;2;0;4;6;0;0;0;0;0;0;0;103;30.9;7.92;0
5316;1976;Master;Conviviente;21024;0;0;04/07/2013;47;36;4;18;6;2;18;1;2;0;4;7;0;0;0;0;0;0;0;84;25.2;6.00;0
9029;1972;PhD;Casado;70116;0;0;26/01/2013;45;707;44;603;95;58;29;1;2;8;12;1;0;0;0;0;0;0;0;1536;460.8;64.00;0
521;1985;Graduado;Conviviente;54006;1;0;18/09/2012;20;174;77;203;6;24;97;2;8;1;7;7;0;0;0;0;0;0;0;581;174.3;23.24;0
1459;1966;PhD;Casado;69063;0;1;07/11/2012;34;666;35;124;69;8;26;1;5;3;5;3;0;0;0;0;0;0;0;928;278.4;54.59;0
10241;1975;Postgrado;Divorciado;11448;0;0;15/12/2013;35;0;0;0;6;2;6;1;1;0;2;6;0;0;0;0;0;0;0;14;4.2;1.40;0
1630;1979;Graduado;Soltero;61825;0;1;07/08/2013;22;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;0;424;127.2;22.32;0
3254;1971;Graduado;Casado;70886;1;0;14/10/2013;52;407;70;239;103;88;53;1;5;4;4;2;0;0;0;0;0;0;0;960;288;60.00;0
9064;1982;Graduado;Casado;69109;0;0;09/11/2012;74;823;25;459;124;29;95;1;6;6;7;4;0;0;1;0;0;0;50;1555;481.5;64.79;1
3678;1973;Graduado;Divorciada;60208;1;1;07/10/2012;62;488;23;71;15;0;59;11;8;3;7;7;0;1;0;0;0;0;50;656;211.8;18.22;1
4227;1968;Master;Conviviente;32889;1;1;06/09/2013;44;28;0;13;4;2;8;3;2;1;3;5;0;0;0;0;0;0;0;55;16.5;3.93;0
9467;1984;Graduado;Soltero;34738;1;0;11/05/2014;70;5;2;10;3;0;2;1;1;0;3;6;0;0;0;0;0;0;0;22;6.6;2.00;0
8486;1971;Master;Conviviente;30538;1;0;01/10/2012;36;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;0;367;110.1;13.59;0
2186;1977;Postgrado;Conviviente;82326;0;0;10/03/2014;58;938;142;754;159;81;183;1;5;10;6;2;0;1;1;1;0;0;150;2257;722.1;94.04;1
3286;1967;PhD;Divorciado;26642;1;0;01/03/2014;33;13;2;15;2;2;8;2;2;0;3;6;0;0;0;0;0;0;0;42;12.6;3.23;0
8602;1964;Graduado;Divorciado;69932;0;1;12/06/2013;63;412;172;153;150;105;57;2;7;6;11;4;0;0;0;0;0;0;0;1049;314.7;34.97;0
3722;1972;Graduado;Soltero;44503;1;1;16/04/2014;45;31;1;8;0;0;8;2;2;0;3;6;0;0;0;0;0;0;0;48;14.4;3.69;0
6715;1948;PhD;Soltero;60200;0;1;02/01/2013;50;502;19;132;0;6;26;6;6;2;11;6;0;0;0;0;0;0;0;685;205.5;22.10;0
4796;1952;Graduado;Divorciado;49638;0;1;19/04/2014;72;18;10;3;3;5;0;1;1;0;3;2;0;0;0;0;0;0;0;39;11.7;5.57;0
9612;1987;Postgrado;Soltero;23830;0;0;07/02/2014;70;15;8;6;4;8;16;1;1;0;3;7;0;0;0;0;0;0;0;57;17.1;4.75;0
3766;1959;Master;Divorciada;33051;0;0;16/08/2012;41;100;71;243;108;94;219;3;9;1;8;9;0;0;0;0;0;0;0;835;250.5;27.83;0
1399;1958;Graduado;Casado;72905;0;0;21/01/2014;45;407;114;445;181;165;203;1;3;7;9;1;0;0;0;1;0;0;50;1515;469.5;72.14;1
1570;1951;PhD;Conviviente;69702;0;1;19/02/2013;40;664;9;240;50;19;57;2;7;7;10;4;0;0;0;0;0;0;0;1039;311.7;34.63;0
3426;1975;Graduado;Divorciado;70300;1;0;15/07/2013;68;1045;61;338;60;46;46;3;5;5;13;8;0;0;0;0;0;0;0;1596;478.8;46.94;0
3074;1984;PhD;Casado;70643;0;0;15/10/2012;35;1218;107;304;23;143;33;1;5;8;4;6;0;0;0;0;0;0;0;1828;548.4;76.17;0
8341;1969;PhD;Casado;30396;1;0;30/04/2014;52;15;0;6;0;1;12;2;1;1;2;7;1;0;0;0;0;0;50;34;25.2;2.62;1
5180;1968;PhD;Divorciado;50616;0;1;18/04/2014;53;128;0;16;0;1;4;2;4;0;4;7;0;0;0;0;0;0;0;149;44.7;8.76;0
6461;1969;Master;Soltero;62772;0;1;19/05/2013;75;581;49;157;43;8;108;1;5;6;11;2;0;1;0;0;0;0;50;946;298.8;37.84;1
7679;1985;PhD;Soltero;30298;0;0;19/05/2014;55;5;3;12;6;1;0;1;1;1;3;3;0;0;0;0;0;0;0;27;8.1;3.00;0
10702;1984;Graduado;Soltero;52413;1;0;03/11/2012;33;185;8;133;56;56;12;2;7;1;7;7;0;0;0;0;0;0;0;450;135;18.75;0
7505;1957;PhD;Casado;44155;1;1;19/01/2014;36;22;1;9;0;0;14;1;1;1;2;4;0;0;0;0;0;0;0;46;13.8;5.11;0
5113;1971;PhD;Divorciado;86979;0;0;07/11/2013;31;584;100;835;65;83;35;1;5;5;5;2;1;0;0;0;0;0;50;1702;525.6;94.56;1
10858;1975;Graduado;Conviviente;76532;1;1;09/09/2013;51;355;30;177;90;138;30;4;9;5;7;5;0;0;0;0;0;0;0;820;246;27.33;0
2961;1982;Graduado;Casado;42081;1;0;26/02/2013;64;175;10;110;54;6;27;2;6;3;4;6;1;0;0;0;0;0;50;382;129.6;18.19;1
2747;1988;PhD;Casado;67546;0;0;31/08/2012;60;864;134;768;150;38;172;1;4;10;5;3;0;0;0;0;0;0;0;2126;637.8;92.43;0
3010;1989;Master;Conviviente;88420;0;0;02/05/2014;21;957;153;612;99;95;153;1;4;7;8;1;1;0;1;1;0;0;150;2069;665.7;98.52;1
5790;1985;Graduado;Casado;31158;1;0;27/01/2013;39;25;6;16;20;0;5;2;2;0;3;8;0;0;0;0;0;0;0;72;21.6;4.80;0
6892;1968;Graduado;Divorciado;61671;0;1;03/06/2014;73;641;7;56;0;0;28;8;10;4;6;8;0;1;0;1;0;0;100;732;249.6;20.33;1
1743;1974;Graduado;Soltero;69719;0;0;26/05/2014;30;273;86;208;177;14;43;1;2;3;5;1;0;0;0;0;0;0;0;801;240.3;66.75;0
3578;1949;Graduado;Divorciado;49160;0;1;20/10/2013;20;122;21;43;25;10;15;2;3;1;6;6;0;0;0;0;0;0;0;236;70.8;13.11;0
8462;1978;Secundaria;Conviviente;24882;1;0;09/09/2012;79;15;4;10;29;0;36;1;1;1;2;6;1;0;0;0;0;0;50;94;43.2;8.55;1
5558;1954;PhD;Soltero;90933;0;0;31/03/2014;41;1020;31;430;62;63;79;1;4;6;4;1;0;0;1;0;0;0;50;1685;520.5;105.31;1
4619;1945;PhD;Soltero;113734;0;0;28/05/2014;64;10;2;3;1;262;3;0;27;0;0;1;0;0;0;0;0;0;0;281;84.3;10.04;0
8780;1950;PhD;Conviviente;59292;0;1;13/06/2013;67;378;14;68;19;14;14;2;3;5;8;3;0;0;0;0;0;0;0;507;152.1;24.14;0
10789;1964;PhD;Casado;45759;1;1;23/02/2013;70;42;1;18;3;0;4;2;2;0;3;7;0;0;0;0;0;0;0;68;20.4;4.86;0
10779;1983;Graduado;Soltero;22148;0;0;13/04/2014;29;15;5;14;0;4;11;1;1;0;3;7;0;0;0;0;0;0;0;49;14.7;4.08;0
5896;1987;Master;Casado;73395;0;0;18/03/2014;38;272;7;80;20;7;11;1;4;4;6;2;0;0;0;0;0;0;0;397;119.1;23.35;0
2337;1971;Graduado;Divorciado;29819;1;0;24/10/2013;50;10;1;24;2;1;2;3;3;0;3;6;0;0;0;0;0;0;0;40;12;2.67;0
10951;1968;Graduado;Casado;45688;0;1;25/01/2014;73;279;0;18;0;0;9;2;3;1;8;4;0;1;0;0;0;0;50;306;106.8;17.00;1
544;1954;Graduado;Casado;62820;0;0;11/05/2013;70;398;61;265;138;61;53;1;3;4;6;1;0;0;0;0;0;0;0;976;292.8;65.07;0
17;1971;PhD;Casado;60491;0;1;06/09/2013;49;637;47;237;12;19;76;4;6;11;7;5;0;0;0;0;0;0;0;1028;308.4;31.15;0
10680;1986;Graduado;Conviviente;33235;1;0;05/02/2014;38;45;0;16;2;1;6;1;3;0;3;7;0;0;0;0;0;0;0;70;21;5.00;0
3265;1959;Graduado;Casado;35701;0;0;19/03/2013;22;21;1;9;7;3;5;1;1;0;3;6;0;0;0;0;0;0;0;46;13.8;4.18;0
5623;1980;Master;Casado;31535;1;0;26/09/2013;41;15;4;13;0;0;19;1;1;1;2;7;1;0;0;0;0;0;50;51;30.3;4.25;1
5832;1960;Postgrado;Conviviente;92556;0;0;20/04/2014;78;493;183;352;184;23;28;0;3;5;13;0;0;0;0;0;0;0;0;1263;378.9;60.14;0
5544;1970;Graduado;Soltero;67384;0;1;10/11/2012;70;957;40;175;158;53;107;2;7;8;5;5;0;1;0;0;0;0;50;1490;462;55.19;1
6417;1971;Master;Conviviente;80573;0;0;14/10/2012;63;829;138;430;60;92;15;1;4;6;13;2;0;0;0;0;0;0;0;1564;469.2;60.15;0
5831;1967;Graduado;Casado;77870;0;1;22/08/2012;21;1017;50;500;65;50;133;3;5;5;5;8;0;1;0;1;0;0;100;1815;574.5;69.81;1
7101;1963;PhD;Divorciada;52278;0;1;25/01/2013;43;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;0;0;1198;359.4;30.72;0
10176;1968;Graduado;Soltero;57107;0;1;24/08/2012;68;159;0;120;0;0;137;7;4;4;8;8;0;1;0;0;1;0;100;416;154.8;13.42;1
2326;1990;Graduado;Casado;18929;0;0;16/02/2013;58;32;0;8;23;4;18;1;1;0;4;6;0;0;0;0;0;0;0;85;25.5;7.08;0
4385;1981;PhD;Soltero;36038;1;0;31/05/2013;42;23;0;15;0;2;7;2;3;0;3;6;0;0;0;0;0;0;0;47;14.1;3.36;0
2929;1976;Graduado;Soltero;20180;0;0;20/02/2013;76;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;0;137;41.1;9.13;0
10686;1965;PhD;Conviviente;34230;1;1;26/12/2012;39;15;0;4;0;0;2;1;1;0;2;7;0;0;0;0;0;0;0;21;6.3;1.91;0
2546;1977;Postgrado;Soltero;31878;0;1;22/06/2014;73;23;4;5;10;5;23;1;1;0;4;3;0;0;0;0;0;0;0;70;21;7.78;0
3283;1972;Postgrado;Casado;70932;0;1;19/01/2014;80;200;193;100;46;185;185;2;6;2;12;3;0;0;0;0;0;0;0;909;272.7;36.36;0
3138;1956;Graduado;Soltero;91249;0;0;20/10/2012;68;1324;27;119;71;108;27;0;7;9;6;4;0;1;1;1;1;0;200;1676;562.8;64.46;1
4994;1943;Master;Soltero;77598;0;0;01/10/2013;48;1193;33;281;129;66;33;1;7;5;13;3;0;0;1;0;0;0;50;1735;535.5;59.83;1
7966;1959;Graduado;Soltero;80982;1;1;08/01/2013;32;505;137;401;104;22;22;3;11;5;11;5;0;0;0;0;0;1;0;1191;357.3;34.03;0
3112;1977;Master;Casado;22701;1;0;05/09/2013;30;10;4;9;0;4;5;1;1;0;3;5;0;0;0;0;0;0;0;32;9.6;3.20;0
10872;1969;PhD;Casado;55212;0;1;23/11/2012;43;1103;0;45;0;0;34;3;4;2;11;8;0;1;0;0;1;0;100;1182;384.6;42.21;1
2181;1970;Graduado;Casado;70617;0;0;23/06/2013;55;353;61;753;40;46;27;1;3;3;7;2;0;0;0;0;0;0;0;1280;384;80.00;0
1867;1957;Graduado;Soltero;64849;0;0;13/11/2012;41;652;48;350;94;84;108;1;9;3;6;5;0;0;0;0;0;0;0;1336;400.8;55.67;0
1518;1965;Master;Casado;62694;1;1;17/06/2013;23;379;6;157;25;91;91;5;9;3;7;7;0;0;0;0;0;0;0;749;224.7;24.16;0
5734;1974;PhD;Casado;61917;1;1;20/11/2013;54;46;4;36;7;2;10;1;2;0;4;5;0;0;0;0;0;0;0;105;31.5;8.75;0
2878;1947;PhD;Casado;67472;0;1;28/09/2013;79;162;31;127;8;17;69;2;4;2;7;3;0;0;0;0;0;0;0;414;124.2;23.00;0
1458;1982;Master;Casado;21059;1;0;07/01/2014;53;10;3;19;3;3;8;3;3;0;3;6;0;0;0;0;0;0;0;46;13.8;3.07;0
7007;1968;Master;Casado;29543;2;0;01/04/2014;53;17;3;18;3;4;18;2;3;1;2;7;0;0;0;0;0;0;0;63;18.9;4.20;0
6200;1951;Graduado;Casado;75903;0;1;08/04/2013;29;340;108;185;130;38;100;2;6;6;9;3;0;0;0;0;0;0;0;901;270.3;34.65;0
1403;1975;Postgrado;Conviviente;34984;1;1;06/09/2012;54;10;4;15;3;5;3;2;1;0;3;7;0;0;0;0;0;0;0;40;12;3.08;0
4827;1956;PhD;Soltero;54998;0;1;10/03/2013;43;154;22;202;39;30;8;5;4;2;9;4;0;0;0;0;0;0;0;455;136.5;18.96;0
6250;1949;PhD;Divorciada;54356;0;1;19/11/2012;25;710;15;30;20;0;0;3;11;2;8;8;0;0;0;0;0;0;0;775;232.5;24.22;0
9291;1959;Master;Casado;34242;0;1;23/03/2014;26;15;2;4;0;0;10;1;0;0;3;5;0;0;0;0;0;0;0;31;9.3;3.44;0
2478;1973;Graduado;Casado;25410;1;0;31/08/2013;61;15;2;4;13;13;4;1;1;0;4;4;0;0;0;0;0;0;0;51;15.3;5.10;0
1139;1984;PhD;Casado;73356;0;0;06/02/2014;45;1050;14;322;0;14;112;1;5;11;5;2;1;0;1;1;0;0;150;1512;498.6;63.00;1
5138;1950;Graduado;Conviviente;28320;0;1;14/01/2013;44;19;1;14;3;2;4;1;1;0;3;8;0;0;0;0;0;0;0;43;12.9;3.31;0
5393;1977;Graduado;Soltero;23763;1;0;07/08/2012;65;22;0;6;6;2;6;1;1;0;3;7;0;0;0;0;0;0;0;42;12.6;3.50;0
10413;1984;Graduado;Casado;72570;0;0;25/04/2014;64;274;83;216;151;141;224;1;4;6;12;1;0;0;0;0;0;0;0;1089;326.7;45.38;0
5015;1976;Master;Casado;34529;1;0;14/09/2012;29;68;6;38;3;6;41;2;2;2;3;7;0;0;0;0;0;0;0;162;48.6;10.13;0
10868;1951;Graduado;Divorciada;70792;0;0;06/02/2013;74;344;45;654;104;11;114;2;3;4;10;3;0;0;0;0;0;0;0;1272;381.6;57.82;0
10676;1982;Graduado;Casado;63211;0;0;02/11/2012;53;145;193;459;205;26;145;2;3;8;7;2;0;0;0;0;0;0;0;1173;351.9;53.32;0
